"","refmet_name","super_class","main_class","sub_class","formula","exactmass","inchi_key","pubchem_cid","standard","pubchem_sid","KEGGID","chebiid"
"967","Tetradecadienoic acid","Fatty Acyls","Fatty acids","Unsaturated FA","C14H24O2","224.1776",NA,NA,NA,NA,NA,NA
"968","13-Docosenamide","Fatty Acyls","Fatty amides","Fatty amides","C22H43NO","337.3345",NA,NA,NA,NA,NA,NA
"969","TG(14:0_16:0_18:1)","Glycerolipids","Triradylglycerols","TAG","C51H96O6","804.72069",NA,NA,NA,NA,NA,NA
"970","Docosatetraenoyl-EA","Fatty Acyls","Fatty amides","N-acyl ethanolamines","C24H41NO2","375.3137",NA,NA,NA,NA,NA,NA
"971","Eicosatrienoyl-EA","Fatty Acyls","Fatty amides","N-acyl ethanolamines","C22H39NO2","349.2981",NA,NA,NA,NA,NA,NA
"972","TG(15:1_18:2_18:3)","Glycerolipids","Triradylglycerols","TAG","C54H92O6","836.68939",NA,NA,NA,NA,NA,NA
"973","Linolenoyl-EA","Fatty Acyls","Fatty amides","N-acyl ethanolamines","C20H35NO2","321.2668",NA,NA,NA,NA,NA,NA
"974","TG(16:0_16:0_18:0)","Glycerolipids","Triradylglycerols","TAG","C53H102O6","834.7676",NA,NA,NA,NA,NA,NA
"975","TG(16:0_16:0_18:1)","Glycerolipids","Triradylglycerols","TAG","C53H100O6","832.7520",NA,NA,NA,NA,NA,NA
"976","TG(16:0_16:0_18:2)","Glycerolipids","Triradylglycerols","TAG","C53H98O6","830.7363",NA,NA,NA,NA,NA,NA
"977","TG(16:0_16:0_20:0)","Glycerolipids","Triradylglycerols","TAG","C55H106O6","862.79894",NA,NA,NA,NA,NA,NA
"978","TG(16:0_18:1_18:1)","Glycerolipids","Triradylglycerols","TAG","C55H102O6","858.76764",NA,NA,NA,NA,NA,NA
"979","TG(16:0_18.1_18:2)","Glycerolipids","Triradylglycerols","TAG","C55H100O6","856.75199",NA,NA,NA,NA,NA,NA
"980","TG(16:0_18:1_22:4)","Glycerolipids","Triradylglycerols","TAG","C59H104O6","908.78329",NA,NA,NA,NA,NA,NA
"981","TG(16:0_18:1_22:6)","Glycerolipids","Triradylglycerols","TAG","C59H100O6","904.75199",NA,NA,NA,NA,NA,NA
"982","TG(16:0_18:1_24:0)","Glycerolipids","Triradylglycerols","TAG","C61H116O6","944.87719",NA,NA,NA,NA,NA,NA
"983","CAR(12:0(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C19H37NO5","359.2672",NA,NA,NA,NA,NA,NA
"984","CAR(12:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C19H35NO4","341.2566",NA,NA,NA,NA,NA,NA
"985","CAR(12:2)","Fatty Acyls","Fatty esters","Acyl carnitines","C20H37NO4","355.2723",NA,NA,NA,NA,NA,NA
"986","TG(16:1_16:1_18:2)","Glycerolipids","Triradylglycerols","TAG","C53H94O6","826.70504",NA,NA,NA,NA,NA,NA
"987","CAR(13:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C20H37NO4","355.2723",NA,NA,NA,NA,NA,NA
"988","CAR(14:0(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C21H41NO5","387.2985",NA,NA,NA,NA,NA,NA
"989","CAR(14:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C21H39NO4","369.2879",NA,NA,NA,NA,NA,NA
"990","CAR(14:1(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C21H39NO5","385.2828",NA,NA,NA,NA,NA,NA
"991","CAR(14:2)","Fatty Acyls","Fatty esters","Acyl carnitines","C21H37NO4","367.2723",NA,NA,NA,NA,NA,NA
"992","CAR(14:2(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C21H37NO5","383.2672",NA,NA,NA,NA,NA,NA
"993","CAR(14:3)","Fatty Acyls","Fatty esters","Acyl carnitines","C21H35NO4","365.2566",NA,NA,NA,NA,NA,NA
"994","CAR(14:3(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C21H35NO5","381.2515",NA,NA,NA,NA,NA,NA
"995","TG(18:0_18:1_19:0)","Glycerolipids","Triradylglycerols","TAG","C58H110O6","902.83024",NA,NA,NA,NA,NA,NA
"996","CAR(16:0(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C23H45NO5","415.3298",NA,NA,NA,NA,NA,NA
"997","CAR(16:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C23H43NO4","397.3192",NA,NA,NA,NA,NA,NA
"998","CAR(16:2)","Fatty Acyls","Fatty esters","Acyl carnitines","C23H41NO4","395.3036",NA,NA,NA,NA,NA,NA
"999","CAR(16:2(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C23H41NO5","411.2985",NA,NA,NA,NA,NA,NA
"1000","CAR(16:3)","Fatty Acyls","Fatty esters","Acyl carnitines","C23H39NO4","393.2879",NA,NA,NA,NA,NA,NA
"1001","TG(18:1_18:2_19:1)","Glycerolipids","Triradylglycerols","TAG","C58H104O6","896.7833",NA,NA,NA,NA,NA,NA
"1002","CAR(17:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C24H45NO4","411.3349",NA,NA,NA,NA,NA,NA
"1003","CAR(18:0(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C25H49NO5","443.3611",NA,NA,NA,NA,NA,NA
"1004","CAR(18:1(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C25H47NO5","441.3454",NA,NA,NA,NA,NA,NA
"1005","CAR(18:2)","Fatty Acyls","Fatty esters","Acyl carnitines","C25H45NO4","423.3349",NA,NA,NA,NA,NA,NA
"1006","CAR(18:2(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C25H45NO5","439.3298",NA,NA,NA,NA,NA,NA
"1007","CAR(18:3)","Fatty Acyls","Fatty esters","Acyl carnitines","C25H43NO4","421.3192",NA,NA,NA,NA,NA,NA
"1008","CAR(19:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C26H49NO4","439.3662",NA,NA,NA,NA,NA,NA
"1009","TG(18:2_18:3_20:4)","Glycerolipids","Triradylglycerols","TAG","C59H96O6","900.72069",NA,NA,NA,NA,NA,NA
"1010","CAR(20:0(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C27H53NO5","471.3924",NA,NA,NA,NA,NA,NA
"1011","CAR(20:0(OH)/CAR(DC18:0)/CAR(22:6) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1012","CAR(20:2)","Fatty Acyls","Fatty esters","Acyl carnitines","C27H49NO4","451.3662",NA,NA,NA,NA,NA,NA
"1013","CAR(20:2(OH))","Fatty Acyls","Fatty esters","Acyl carnitines","C27H49NO5","467.3611",NA,NA,NA,NA,NA,NA
"1014","CAR(20:3)","Fatty Acyls","Fatty esters","Acyl carnitines","C27H47NO4","449.3505",NA,NA,NA,NA,NA,NA
"1015","CAR(20:4)","Fatty Acyls","Fatty esters","Acyl carnitines","C31H54NO4","447.3349",NA,NA,NA,NA,NA,NA
"1016","CAR(20:5)","Fatty Acyls","Fatty esters","Acyl carnitines","C27H43NO4","445.3192",NA,NA,NA,NA,NA,NA
"1017","CAR(21:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C28H53NO4","467.3975",NA,NA,NA,NA,NA,NA
"1018","CAR(21:2)","Fatty Acyls","Fatty esters","Acyl carnitines","C28H51NO4","465.3818",NA,NA,NA,NA,NA,NA
"1019","TG(38:0)","Glycerolipids","Triradylglycerols","TAG","C41H78O6","666.5798",NA,NA,NA,NA,NA,NA
"1020","CAR(22:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C29H55NO4","481.4131",NA,NA,NA,NA,NA,NA
"1021","CAR(22:2)","Fatty Acyls","Fatty esters","Acyl carnitines","C29H53NO4","479.3975",NA,NA,NA,NA,NA,NA
"1022","CAR(22:3)","Fatty Acyls","Fatty esters","Acyl carnitines","C29H51NO4","477.3818",NA,NA,NA,NA,NA,NA
"1023","CAR(22:5)","Fatty Acyls","Fatty esters","Acyl carnitines","C29H47NO4","473.3505",NA,NA,NA,NA,NA,NA
"1024","CAR(22:6)","Fatty Acyls","Fatty esters","Acyl carnitines","C29H45NO4","471.3349",NA,NA,NA,NA,NA,NA
"1025","TG(4:0_14:0_16:0)","Glycerolipids","Triradylglycerols","TAG","C37H70O6","610.51724",NA,NA,NA,NA,NA,NA
"1026","CAR(26:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C33H63NO4","537.4752",NA,NA,NA,NA,NA,NA
"1027","CAR(DC10:1)/CAR(12:1(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1028","CAR(DC10:2)/CAR(12:2(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1029","TG(4:0_18:2_18:2)","Glycerolipids","Triradylglycerols","TAG","C43H74O6","686.54854",NA,NA,NA,NA,NA,NA
"1030","CAR(DC12:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C19H33NO6","371.2308",NA,NA,NA,NA,NA,NA
"1031","CAR(DC12:1)/CAR(14:1(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1032","CAR(DC12:3)","Fatty Acyls","Fatty esters","Acyl carnitines","C19H29NO6","367.199489",NA,NA,NA,NA,NA,NA
"1033","CAR(DC12:3)/CAR(14:3(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1034","TG(42:0)","Glycerolipids","Triradylglycerols","TAG","C45H86O6","722.6424",NA,NA,NA,NA,NA,NA
"1035","CAR(DC14:0)/CAR(16:0(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1036","CAR(DC14:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C21H37NO6","399.2621",NA,NA,NA,NA,NA,NA
"1037","CAR(DC14:1)/CAR(16:1(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1038","CAR(DC14:2)","Fatty Acyls","Fatty esters","Acyl carnitines","C21H35NO6","397.2464",NA,NA,NA,NA,NA,NA
"1039","CAR(DC14:2)/CAR(16:2(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1040","CAR(DC14:3)/CAR(16:3(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1041","CAR(DC15:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C22H39NO6","413.277700",NA,NA,NA,NA,NA,NA
"1042","TG(43:2)","Glycerolipids","Triradylglycerols","TAG","C46H84O6","732.6268",NA,NA,NA,NA,NA,NA
"1043","CAR(DC16:0)/CAR(18:0(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1044","CAR(DC16:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C23H41NO6","427.293400",NA,NA,NA,NA,NA,NA
"1045","CAR(DC16:1)/CAR(18:1(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1046","CAR(DC16:2)","Fatty Acyls","Fatty esters","Acyl carnitines","C23H39NO6","425.277700",NA,NA,NA,NA,NA,NA
"1047","CAR(DC16:3)/CAR(18:3(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1048","TG(45:2)","Glycerolipids","Triradylglycerols","TAG","C48H88O6","760.6581",NA,NA,NA,NA,NA,NA
"1049","CAR(DC18:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C25H45NO6","455.324700",NA,NA,NA,NA,NA,NA
"1050","CAR(DC18:3)","Fatty Acyls","Fatty esters","Acyl carnitines","C25H41NO6","451.293389",NA,NA,NA,NA,NA,NA
"1051","Heneicosadienoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C42H70N7O17P3S","1069.3762",NA,NA,NA,NA,NA,NA
"1052","Heneicosanoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C42H74N7O17P3S","1073.4075",NA,NA,NA,NA,NA,NA
"1053","Heneicosatrienoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C42H68N7O17P3S","1067.3605",NA,NA,NA,NA,NA,NA
"1054","Heneicosenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C42H72N7O17P3S","1071.3918",NA,NA,NA,NA,NA,NA
"1055","TG(52:5)","Glycerolipids","Triradylglycerols","TAG","C55H96O6","852.7207",NA,NA,NA,NA,NA,NA
"1056","Hexenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C27H44N7O17P3S","863.1727",NA,NA,NA,NA,NA,NA
"1057","Nonadecanoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C40H70N7O17P3S","1045.3762",NA,NA,NA,NA,NA,NA
"1058","Nonadecatrienoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C40H64N7O17P3S","1039.3292",NA,NA,NA,NA,NA,NA
"1059","TG(54:5)","Glycerolipids","Triradylglycerols","TAG","C57H100O6","880.7520",NA,NA,NA,NA,NA,NA
"1060","Nonenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C30H50N7O17P3S","905.2197",NA,NA,NA,NA,NA,NA
"1061","TG(54:7)","Glycerolipids","Triradylglycerols","TAG","C57H96O6","876.7207",NA,NA,NA,NA,NA,NA
"1062","Octenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C29H48N7O17P3S","891.204",NA,NA,NA,NA,NA,NA
"1063","TG(54:9)","Glycerolipids","Triradylglycerols","TAG","C57H92O6","872.6894",NA,NA,NA,NA,NA,NA
"1064","TG(55:0)","Glycerolipids","Triradylglycerols","TAG","C58H112O6","904.8459",NA,NA,NA,NA,NA,NA
"1065","TG(55:1)","Glycerolipids","Triradylglycerols","TAG","C58H110O6","902.8302",NA,NA,NA,NA,NA,NA
"1066","Pentadecanoyl-CoA/Hydroxytetradecenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C35H60N7O18P3S","991.2928",NA,NA,NA,NA,NA,NA
"1067","Pentadecenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C35H58N7O18P3S","989.2772",NA,NA,NA,NA,NA,NA
"1068","TG(55:5)","Glycerolipids","Triradylglycerols","TAG","C58H102O6","894.7676",NA,NA,NA,NA,NA,NA
"1069","Tetradecadienoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C35H58N7O17P3S","973.2823",NA,NA,NA,NA,NA,NA
"1070","Tetradecenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C35H60N7O17P3S","975.2979",NA,NA,NA,NA,NA,NA
"1071","TG(56:1)","Glycerolipids","Triradylglycerols","TAG","C59H112O6","916.8459",NA,NA,NA,NA,NA,NA
"1072","Undecadienoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C32H52N7O17P3S","931.2353",NA,NA,NA,NA,NA,NA
"1073","TG(56:2)","Glycerolipids","Triradylglycerols","TAG","C59H110O6","914.8302",NA,NA,NA,NA,NA,NA
"1074","Undecenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C32H54N7O17P3S","933.2510",NA,NA,NA,NA,NA,NA
"1075","CAR(10:0(OH))","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C17H33NO5","331.2359",NA,NA,NA,NA,NA,NA
"1076","CAR(10:1(OH))","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C17H31NO5","329.2202",NA,NA,NA,NA,NA,NA
"1077","CAR(10:2)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C17H29NO4","311.2097",NA,NA,NA,NA,NA,NA
"1078","CAR(10:3)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C17H27NO4","309.1940",NA,NA,NA,NA,NA,NA
"1079","TG(57:1)","Glycerolipids","Triradylglycerols","TAG","C60H114O6","930.8615",NA,NA,NA,NA,NA,NA
"1080","TG(57:3)","Glycerolipids","Triradylglycerols","TAG","C60H110O6","926.8302",NA,NA,NA,NA,NA,NA
"1081","TG(57:4)","Glycerolipids","Triradylglycerols","TAG","C60H108O6","924.8146",NA,NA,NA,NA,NA,NA
"1082","TG(57:5)","Glycerolipids","Triradylglycerols","TAG","C60H106O6","922.7989",NA,NA,NA,NA,NA,NA
"1083","TG(57:6)","Glycerolipids","Triradylglycerols","TAG","C60H104O6","920.7833",NA,NA,NA,NA,NA,NA
"1084","TG(57:7)","Glycerolipids","Triradylglycerols","TAG","C60H102O6","918.7676",NA,NA,NA,NA,NA,NA
"1085","TG(57:8)","Glycerolipids","Triradylglycerols","TAG","C60H100O6","916.7520",NA,NA,NA,NA,NA,NA
"1086","CAR(4:0(OH))","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C11H21NO5","247.1420",NA,NA,NA,NA,NA,NA
"1087","TG(58:1)","Glycerolipids","Triradylglycerols","TAG","C61H116O6","944.8772",NA,NA,NA,NA,NA,NA
"1088","CAR(5:0(OH))","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C12H23NO5","261.1576",NA,NA,NA,NA,NA,NA
"1089","TG(58:2)","Glycerolipids","Triradylglycerols","TAG","C61H114O6","942.8615",NA,NA,NA,NA,NA,NA
"1090","TG(58:3)","Glycerolipids","Triradylglycerols","TAG","C61H112O6","940.8459",NA,NA,NA,NA,NA,NA
"1091","TG(58:4)","Glycerolipids","Triradylglycerols","TAG","C61H110O6","938.8302",NA,NA,NA,NA,NA,NA
"1092","CAR(8:0(OH))","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C15H29NO5","303.2046",NA,NA,NA,NA,NA,NA
"1093","Pentose 5-phosphate","Carbohydrates","Monosaccharides","Monosaccharide phosphates","C5H11O8P","230.0192",NA,NA,NA,NA,NA,NA
"1094","CAR(8:1(OH))","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C15H27NO5","301.1889",NA,NA,NA,NA,NA,NA
"1095","TG(58:9)","Glycerolipids","Triradylglycerols","TAG","C61H100O6","928.7520",NA,NA,NA,NA,NA,NA
"1096","CAR(DC10:1)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C17H29NO6","343.1995",NA,NA,NA,NA,NA,NA
"1097","CAR(DC10:2)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C17H27NO6","341.183839",NA,NA,NA,NA,NA,NA
"1098","TG(60:10)","Glycerolipids","Triradylglycerols","TAG","C63H102O6","954.7676",NA,NA,NA,NA,NA,NA
"1099","CAR(DC3:0)/CAR(5:0(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Short-chain acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1100","TG(60:2)","Glycerolipids","Triradylglycerols","TAG","C63H118O6","970.8928",NA,NA,NA,NA,NA,NA
"1101","CAR(DC4:0)/CAR(DC3:0(2Me))","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C11H19NO6","261.1212",NA,NA,NA,NA,NA,NA
"1102","CAR(DC4:0)/CAR(DC3:0(2Me)) [Methyl esters]","Fatty Acyls","Fatty esters","Short-chain acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1103","TG(60:5)","Glycerolipids","Triradylglycerols","TAG","C63H112O6","964.8459",NA,NA,NA,NA,NA,NA
"1104","TG(60:7)","Glycerolipids","Triradylglycerols","TAG","C63H108O6","960.8146",NA,NA,NA,NA,NA,NA
"1105","CAR(DC6:0)/CAR(8:0(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Short-chain acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1106","CAR(DC6:1)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C13H21NO6","287.136889",NA,NA,NA,NA,NA,NA
"1107","CAR(DC6:1)/CAR(8:1(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Short-chain acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1108","CAR(DC8:0)/CAR(10:0(OH)) [Methyl esters]","Fatty Acyls","Fatty esters","Short-chain acyl carnitines",NA,NA,NA,NA,NA,NA,NA,NA
"1109","CAR(DC8:1)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C15H25NO6","315.1682",NA,NA,NA,NA,NA,NA
"1110","EpETrE","Fatty Acyls","Eicosanoids","EpETrE","C20H32O3","320.2351",NA,NA,NA,NA,NA,NA
"1111","DiHOME","Fatty Acyls","Octadecanoids","DiHOMEs","C18H34O4","314.2457",NA,NA,NA,NA,NA,NA
"1112","13-HODE","Fatty Acyls","Octadecanoids","HODEs","C18H32O3","296.2351",NA,NA,NA,NA,NA,NA
"1113","TG(8:0_16:0_22:6)","Glycerolipids","Triradylglycerols","TAG","C49H82O6","766.6111",NA,NA,NA,NA,NA,NA
"1114","TG(8:0_16:1_18:2)","Glycerolipids","Triradylglycerols","TAG","C45H80O6","716.5955",NA,NA,NA,NA,NA,NA
"1115","TG(8:0_18:2_18:2)","Glycerolipids","Triradylglycerols","TAG","C47H82O6","742.6111",NA,NA,NA,NA,NA,NA
"1116","TG(9:0_18:1_18:2)","Glycerolipids","Triradylglycerols","TAG","C48H86O6","758.6424",NA,NA,NA,NA,NA,NA
"1117","CL(72:7)","Glycerophospholipids","Cardiolipins","CL","C81H144O17P2","1450.9879",NA,NA,NA,NA,NA,NA
"1118","HOTrE","Fatty Acyls","Octadecanoids","HOTrEs","C18H30O3","294.2195",NA,NA,NA,NA,NA,NA
"1119","PA(18:0/20:4)","Glycerophospholipids","Glycerophosphates","PA","C41H73O8P","724.5043",NA,NA,NA,NA,NA,NA
"1120","DiHETrE","Fatty Acyls","Eicosanoids","HETrE","C20H34O4","338.2457",NA,NA,NA,NA,NA,NA
"1121","DG(14:0_16:0)","Glycerolipids","Diradylglycerols","DAG","C33H64O5","540.4754",NA,NA,NA,NA,NA,NA
"1122","DG(14:0_18:1)","Glycerolipids","Diradylglycerols","DAG","C35H66O5","566.4910",NA,NA,NA,NA,NA,NA
"1123","DG(16:0_16:0)","Glycerolipids","Diradylglycerols","DAG","C35H68O5","568.506675",NA,NA,NA,NA,NA,NA
"1124","DG(16:0_16:1)","Glycerolipids","Diradylglycerols","DAG","C35H66O5","566.4910",NA,NA,NA,NA,NA,NA
"1125","DG(16:0_18:0)","Glycerolipids","Diradylglycerols","DAG","C37H72O5","596.5380",NA,NA,NA,NA,NA,NA
"1126","DG(16:0_18:1)","Glycerolipids","Diradylglycerols","DAG","C37H70O5","594.5223",NA,NA,NA,NA,NA,NA
"1127","DG(16:0_18:2)","Glycerolipids","Diradylglycerols","DAG","C37H68O5","592.5067",NA,NA,NA,NA,NA,NA
"1128","DG(16:0_18:3)","Glycerolipids","Diradylglycerols","DAG","C37H66O5","590.491025",NA,NA,NA,NA,NA,NA
"1129","DG(16:0_20:1)","Glycerolipids","Diradylglycerols","DAG","C39H74O5","622.553625",NA,NA,NA,NA,NA,NA
"1130","2-Aminobutyric acid","Fatty Acyls","Fatty acids","Amino FA","C4H9NO2","103.0633",NA,NA,NA,NA,NA,NA
"1131","DG(16:0_22:5)","Glycerolipids","Diradylglycerols","DAG","C41H70O5","642.5223",NA,NA,NA,NA,NA,NA
"1132","DG(16:0_22:6)","Glycerolipids","Diradylglycerols","DAG","C41H68O5","640.5067",NA,NA,NA,NA,NA,NA
"1133","DG(16:1_18:1)","Glycerolipids","Diradylglycerols","DAG","C37H68O5","592.5067",NA,NA,NA,NA,NA,NA
"1134","DG(16:1_18:2)","Glycerolipids","Diradylglycerols","DAG","C37H66O5","590.4910",NA,NA,NA,NA,NA,NA
"1135","Aminobutyric acid","Fatty Acyls","Fatty acids","Amino FA","C4H9NO2","103.0633",NA,NA,NA,NA,NA,NA
"1136","Aminocaproic acid","Fatty Acyls","Fatty acids","Amino FA","C6H13NO2","131.0946",NA,NA,NA,NA,NA,NA
"1137","Aminododecanoic acid","Fatty Acyls","Fatty acids","Amino FA","C12H25NO2","215.1885",NA,NA,NA,NA,NA,NA
"1138","DG(18:0_22:4)","Glycerolipids","Diradylglycerols","DAG","C43H76O5","672.569275",NA,NA,NA,NA,NA,NA
"1139","Aminooctanoic acid","Fatty Acyls","Fatty acids","Amino FA","C8H17NO2","159.1259",NA,NA,NA,NA,NA,NA
"1140","DG(18:1_18:1)","Glycerolipids","Diradylglycerols","DAG","C39H72O5","620.537975",NA,NA,NA,NA,NA,NA
"1141","DG(18:1_18:2)","Glycerolipids","Diradylglycerols","DAG","C39H70O5","618.5223",NA,NA,NA,NA,NA,NA
"1142","DG(18:1_18:3)","Glycerolipids","Diradylglycerols","DAG","C39H68O5","616.5067",NA,NA,NA,NA,NA,NA
"1143","DG(18:1_20:3)","Glycerolipids","Diradylglycerols","DAG","C41H72O5","644.537975",NA,NA,NA,NA,NA,NA
"1144","DG(18:1_20:4)","Glycerolipids","Diradylglycerols","DAG","C41H70O5","642.5223",NA,NA,NA,NA,NA,NA
"1145","Aminoadipic acid","Fatty Acyls","Fatty acids","Dicarboxylic acids","C6H11NO4","161.0688",NA,NA,NA,NA,NA,NA
"1146","DG(18:1_22:6)","Glycerolipids","Diradylglycerols","DAG","C43H70O5","666.5223",NA,NA,NA,NA,NA,NA
"1147","DG(18:2_18:2)","Glycerolipids","Diradylglycerols","DAG","C39H68O5","616.506675",NA,NA,NA,NA,NA,NA
"1148","DG(18:2_18:3)","Glycerolipids","Diradylglycerols","DAG","C39H66O5","614.4910",NA,NA,NA,NA,NA,NA
"1149","DG(18:2_20:1)","Glycerolipids","Diradylglycerols","DAG","C41H74O5","646.553625",NA,NA,NA,NA,NA,NA
"1150","DG(18:2_20:2)","Glycerolipids","Diradylglycerols","DAG","C41H72O5","644.5380",NA,NA,NA,NA,NA,NA
"1151","DG(18:2_22:4)","Glycerolipids","Diradylglycerols","DAG","C43H72O5","668.537975",NA,NA,NA,NA,NA,NA
"1152","DG(18:2_22:5)","Glycerolipids","Diradylglycerols","DAG","C43H70O5","666.522325",NA,NA,NA,NA,NA,NA
"1153","DG(18:2_22:6)","Glycerolipids","Diradylglycerols","DAG","C43H68O5","664.5067",NA,NA,NA,NA,NA,NA
"1154","DG(32:0)","Glycerolipids","Diradylglycerols","DAG","C35H68O5","568.5067",NA,NA,NA,NA,NA,NA
"1155","DG(32:2)","Glycerolipids","Diradylglycerols","DAG","C35H64O5","564.4754",NA,NA,NA,NA,NA,NA
"1156","DG(33:0)","Glycerolipids","Diradylglycerols","DAG","C36H70O5","582.5223",NA,NA,NA,NA,NA,NA
"1157","DG(33:1)","Glycerolipids","Diradylglycerols","DAG","C36H68O5","580.5067",NA,NA,NA,NA,NA,NA
"1158","DG(34:1)","Glycerolipids","Diradylglycerols","DAG","C37H70O5","594.5223",NA,NA,NA,NA,NA,NA
"1159","2-Hydroxyhexadecenoic acid","Fatty Acyls","Fatty acids","Hydroxy FA","C16H30O3","270.219495",NA,NA,NA,NA,NA,NA
"1160","2-Hydroxyoctadecadienoic acid","Fatty Acyls","Fatty acids","Hydroxy FA","C18H32O4","312.2295",NA,NA,NA,NA,NA,NA
"1161","2-Hydroxyoctadecenoic acid","Fatty Acyls","Fatty acids","Hydroxy FA","C18H34O4","314.2452",NA,NA,NA,NA,NA,NA
"1162","DG(35:2)","Glycerolipids","Diradylglycerols","DAG","C38H70O5","606.5223",NA,NA,NA,NA,NA,NA
